,momentum,residual_momentum,low_volatility,low_beta,reversal
2011-07-29,0.8919515176463204,1.450511542733023,0.580570120623569,0.7495966707392421,0.4923316790364565
2011-08-31,1.1877568979331572,1.4683395176110172,0.4105067571698556,0.5027937685395615,0.23724631831891424
2011-09-30,1.2452343104690584,1.2660103188412353,0.5772873051908234,0.786000213843248,-0.12986591020812066
2011-10-31,1.020661912879405,1.2803639886297173,1.305705123515183,1.3886760751590128,1.2363419293297384
2011-11-30,1.0942632667576841,1.4459835014295062,0.9058772513433062,1.0414479289622036,0.1110299255568293
2011-12-30,1.3577969303822628,1.4756052697837514,0.8421491730324783,1.020647149446675,0.29342022686557295
2012-01-31,1.2252847806214833,1.5186606503538813,1.2810456102809884,1.3540361602239963,1.0816338860526895
2012-02-29,1.1116383063351747,1.4539558035468751,1.2014208068626189,1.3109619812161948,0.6250351579505826
2012-03-30,1.351448630356841,1.600748275901384,1.0474626663167945,1.1837247749621327,0.14643721989661287
2012-04-30,1.4606148309350684,1.4267807330296254,0.8719657316598785,0.9783806025423677,0.004502267941192342
2012-05-31,1.576928770848081,1.5619164657903004,0.7396710816005835,0.8693134546609115,-0.21130212719855768
2012-06-29,1.4760105987749523,1.3054142917898384,0.9848963343915551,1.1429445960332911,0.607988430634427
2012-07-31,1.314698839709003,1.3494147065207007,1.0010633952992858,1.1183340739646515,0.2022709386552843
2012-08-31,1.0251569545562011,1.2330771696906133,1.1150081119442656,1.1795341810248319,0.9580248407544798
2012-09-28,1.0584769677239678,1.2511970138337554,0.734647536807389,0.8893388607659545,0.5274975536255935
2012-10-31,1.2005868354083622,1.3168919091333076,0.7433566269013802,0.9135209987436973,0.5669702847164219
2012-11-30,0.8131017007456548,1.1910422799440803,0.8801274576918511,0.9264810316677153,0.47737492004545695
2012-12-31,0.9182969981890324,1.1673595709064548,0.5959696298495474,0.7562506983147841,0.9550406860729771
2013-01-31,0.9167525118431294,1.1573756380652431,0.7023182408431259,0.833837206689507,0.7341799661327101
2013-02-28,1.0337523527021317,1.3379372059564052,0.5240326128843178,0.7019904501396501,0.34794587363503937
2013-03-28,0.9250757009754483,1.1669444184724878,0.833609683188969,1.0112682001734754,0.24164731873497555
2013-04-30,1.506933931773087,1.329737155454589,0.4253060701703089,0.6331421239983634,0.6857565347751079
2013-05-31,0.4291018607809333,1.1018123388947265,0.950678591665463,1.2068051306843999,1.2975541383039118
2013-06-28,1.108696207833977,1.2371242447305213,0.013714782018424243,0.06570926279424293,0.9943019331059219
2013-07-31,0.7650135093244421,1.064556115209504,0.4416485759612293,0.5931101541940832,0.6057433229777915
2013-08-30,0.8777073554929247,1.4104648674037832,0.3997011138322408,0.513715912888757,0.8359610372782326
2013-09-30,0.9798172624230985,1.2340125901577959,0.3584874395675142,0.6354705163474832,0.9318980005485685
2013-10-31,1.0660238646563052,1.3488952259000577,0.09886423563836058,0.4498887812219939,0.8770131800786723
2013-11-29,0.8239157125920806,1.2855442012053124,0.23990034538443994,0.657070307209336,0.6975149907096176
2013-12-31,0.9142698540866804,1.399414292697077,0.3783435910009311,0.6704806991687893,0.9278570153024349
2014-01-31,1.15663597547434,1.5013933829689647,0.1338888563244285,0.49060856532928804,0.9293977215612655
2014-02-28,1.0858384778736843,1.3411190854531367,0.26241003013661124,0.4664986319758703,0.7216149504062755
2014-03-31,1.4647198250548423,1.4954772648858397,0.07524422382628189,0.12631371093261728,1.0002653422920167
2014-04-30,1.2669410254946505,1.3123112710421123,0.23272095389464068,0.23036053018059374,0.9412694022466838
2014-05-30,0.7825497975556095,1.1548933072694592,0.658950164631751,0.9556193814561246,0.888519422869392
2014-06-30,1.1637052654140703,1.505140555925675,0.2095171227642188,0.32371325957392305,0.7596056160045579
2014-07-31,1.2012285068511954,1.6618460823501768,0.11533820387982835,0.5252905087035988,0.9539440407988277
2014-08-29,0.7772626010551382,1.4632807709111275,0.44225694283480343,0.558970893859597,0.7748781713626861
2014-09-30,0.8320237487072207,1.4984146064857633,0.3871924350262008,0.9103652295652018,0.6275945935026255
2014-10-31,0.8593580470299109,1.3515996267689365,0.40735340809238646,0.8120502046977719,0.6128654744764956
2014-11-28,1.0605664660707226,1.6157192513346044,0.6946281255749784,1.3259934918532446,0.2641090413078536
2014-12-31,1.107179702058984,1.6611869688691283,0.8088376671564068,1.3251247119774936,0.272759807221339
2015-01-30,1.0746626719435706,1.6217537694171589,0.755797253629167,1.332065910564777,-0.3929471283056773
2015-02-27,1.2035262395609845,1.720647373875168,0.7867168115628744,1.659773833484653,1.4589351853560248
2015-03-31,0.8813140835888179,1.4161888312326762,0.6876069479461513,1.084242799252077,0.39332238682112874
2015-04-30,1.0059821099404185,1.4112270509878726,0.6532066000423161,1.0540857651056608,0.9361036616279382
2015-05-29,0.8633137855605112,1.400138525648088,0.43320299534551276,1.2608492691785926,0.4775234937604226
2015-06-30,0.6353394589888612,1.1595419817362012,0.6286315226968796,1.2339554686117138,0.7176538732473984
2015-07-31,1.2124728619953666,1.4486597288938836,0.3546957896126779,0.7156961292465498,0.332442524589453
2015-08-31,0.9316464615374409,1.2312813471164792,0.5532263704041941,0.932353463319862,0.6812343315010008
2015-09-30,0.9991578537175756,1.354054846219249,0.5978140131868062,0.7117270101509506,0.163559603203981
2015-10-30,0.989353231359296,1.1641336899781045,0.6120995528319625,1.101930805961095,0.9011018164201092
2015-11-30,1.1272077047034756,1.2758455266037225,0.6536664729309503,0.8068750500155336,0.6418119794140703
2015-12-31,1.3353607770398002,1.4637176931233196,0.592541223496069,0.4927721406396211,-0.045971968813253855
2016-01-29,1.240483631193873,1.462261497051355,0.5518241645900221,0.40840381526091524,0.12169975299441188
2016-02-29,1.4918982665061333,1.4677416148200457,0.7640544332164451,1.0156303783544294,0.5270680046815859
2016-03-31,1.4202029248043897,1.6292530308435114,0.8558222229607252,1.1049091336572157,0.4004951258410531
2016-04-29,1.374429046825396,1.691678312060305,0.9525561922838861,1.3645178271161709,0.6528107438404452
2016-05-31,1.3362747956277556,1.3706805964648414,0.9247708217100208,1.344594238830889,0.38487438775706245
2016-06-30,1.436848759565965,1.4815847953410606,0.8532586589734185,1.2282127293539027,-0.5753629348854296
2016-07-29,1.4370514337449187,1.3583506360795394,1.0225877391431708,1.4944905950364358,0.8475677950995396
2016-08-31,1.3816003045767984,1.3623833698078633,0.7483474185913637,1.49329581991204,1.1737106695314679
2016-09-30,1.1636176837689571,1.1773801204618033,0.7278094163641243,1.015318514171998,0.6009714906004537
2016-10-31,1.3483505983229231,1.2374619469044528,0.5820791913084885,0.9547498418550818,0.5486124291105379
2016-11-30,1.2029839624162724,1.0546068826627937,0.6791591563069893,1.416937191471375,1.0749780829402809
2016-12-30,1.2009223737085133,1.2466408344452955,0.28992079034885304,0.34999229714365965,1.125508908612771
2017-01-31,0.8128775359396749,1.006695972918122,0.5122463416557054,0.3698362001716901,0.7898057720170909
2017-02-28,1.2358219071093628,1.2896028212296309,0.13394739471518083,-0.13481254314519744,0.823204521175673
2017-03-31,1.4443703678613031,1.5566026026065973,0.12464676945110621,-0.39824633044569746,1.0739857207269268
2017-04-28,0.9887065014574401,1.0317771367846624,0.3874343080549823,0.4782238313112871,0.5943566674371505
2017-05-31,1.2936683766790933,1.2765471983545127,0.30882480658088024,-0.0854250077759203,0.3702177660557765
2017-06-30,1.0640825331219597,1.0372960273887892,0.348470622381082,0.15349809014295634,1.118196560715287
2017-07-31,1.105793849790096,1.1177320449741805,0.37991587886646894,0.2048766315524447,0.8186478305303078
2017-08-31,0.9357855279374715,1.287602425701594,0.6386586142860482,0.4096051849091068,0.7071448634037235
2017-09-29,0.6225397955111669,0.8550622213986407,0.8452447264129769,1.1822197655724633,1.0897678474587078
2017-10-31,0.7922908401095015,1.174614042314971,0.5891114133550396,0.51579596992092,0.49831452137214727
2017-11-30,0.8273036217950346,1.2372479174451092,0.822205341376291,1.0706963973126495,0.4143201506729833
2017-12-29,0.7737390786398587,1.2375430541272245,0.7444030820093388,1.2155767739112868,1.1756251226302454
2018-01-31,0.5844781860444703,1.1336653646859502,0.8694775475769981,1.441885971325214,0.9844440347669565
2018-02-28,1.2292580745657289,1.6437345333787374,0.30515229120398957,0.31849733336690084,0.8055729193249737
2018-03-29,1.3822480816777167,1.5205629660168247,0.31323347621577274,-0.1193221110106279,0.8396212684109051
2018-04-30,1.1305514018182283,1.3648966308837582,0.399152421706417,0.3873170145269661,0.7109073381652457
2018-05-31,0.9556691113879929,1.0631496244464804,0.428954705167448,0.7450819931611504,0.6385891514046816
2018-06-29,1.4199754445555228,1.4016536147336955,0.18647701022442878,0.2162477344118202,0.8545635984743271
2018-07-31,1.1158939198583244,1.237320405610487,0.4257791967796355,0.616654818211174,0.9353279601559987
2018-08-31,1.0451268344863704,1.3297592775890794,0.27322897003325486,0.47355067572182574,0.6308791905978944
2018-09-28,1.1355428660296976,1.31883969828479,0.31305397816028496,0.6580488087399725,0.5867752383287947
2018-10-31,1.5121629675629764,1.636670356287283,0.11390745309181816,0.021806360254898308,0.48220449710175406
2018-11-30,1.4471965059541254,1.4505068785358242,0.3804856478198453,0.40661445856474226,0.8985825635881352
2018-12-31,1.334826147174271,1.435451372668556,0.6585100753286671,0.7140312635831154,-0.007658273003669833
2019-01-31,1.3871541522768809,1.0819169308154613,1.0221763212775352,1.487344103945732,1.1349765807840886
2019-02-28,1.3805822665414567,1.3768995001073099,1.0712499402656697,1.511804868772817,0.5357935100762907
2019-03-29,1.0751795066319423,1.2989200195312016,0.984200525112563,1.4605676884156635,-0.05743728167001159
2019-04-30,1.2873187916921107,1.4182452449580785,0.9947267082902317,1.4731720531300525,0.8698535057500902
2019-05-31,1.2000587284306985,1.4319655396254711,0.9624420961751242,1.4672301052899948,-0.5515312061805332
2019-06-28,1.229508036353743,1.3688298305842415,1.0994240022021722,1.467690963315831,0.8432338720017721
2019-07-31,1.0720443756250086,1.281827266789852,1.1075853102308142,1.3866691590250053,0.2426995028536669
2019-08-30,1.36454064968097,1.4495766338565845,0.9607150926489147,1.2988211197973452,-0.24891425532445197
2019-09-30,1.542535102324325,1.4835945809723228,1.0882284308377579,1.5927780208886833,0.8361689007431565
2019-10-31,1.0514720675550073,1.2105045154110796,1.1354139302621955,1.4934656800786597,0.9625511274639263
2019-11-29,0.9059963868256438,1.1105739740215206,1.090339330604303,1.5064917166856429,0.99532683541252
2019-12-31,1.0083855746752552,1.427820183052208,0.7293539998770794,1.0940692247643624,0.8100017322412313
2020-01-31,1.2279721395051628,1.5444850594967947,0.4831124966767946,0.9200839686967675,0.046460603805274364
2020-02-28,1.1413756667871187,1.498710056810842,0.8570205039269917,1.2223909179497492,0.2690328466109543
2020-03-31,1.3059277999625767,1.4984107995698,0.7235914169233634,0.8637194322995075,-0.13537007038337542
2020-04-30,1.472550435778754,1.3627500177696459,0.9357779425535145,1.379603405411071,0.7523085643695975
2020-05-29,1.419472851876001,1.564488660167621,0.9340428551577091,1.5147323826853027,0.10173035189541174
2020-06-30,1.538696895832346,1.5350495971775524,0.8686345053342756,1.3652647507822138,0.40660621541858427
2020-07-31,1.6141915094820918,1.684866829703175,0.8750538211256199,1.3580405276427554,0.39525532965839233
2020-08-31,1.5352229167528295,1.5063728808941443,0.8012491871692664,1.3519268776829045,0.7242948674281028
2020-09-30,1.6556396642332274,1.682052563081437,0.7932492814593936,1.2517399645854697,0.6476625027263551
2020-10-30,1.593853394171311,1.5611687237643213,0.7650205945056034,1.3169511416208357,0.8327296675433749
2020-11-30,1.5955660777233358,1.5121666265672895,0.87070946860906,1.32853481501904,1.1116279480334477
2020-12-31,1.317546523618279,1.4626678871313386,0.885074164398495,1.3000859413039059,0.8463723715751388
2021-01-29,1.3643077513079191,1.4622875118741359,0.811736286817169,1.1374926875894389,0.5467994265743525
2021-02-26,1.159202684533094,1.4033592104655186,0.7828827142372344,1.2528300913012929,1.1142163152367772
2021-03-31,1.615450782028202,1.2744626483120356,-0.3488354268012126,-0.2434402915392251,1.3604965180768758
2021-04-30,1.1918151499660923,1.2828765594905833,0.08947076740974916,0.1700851741405459,1.021509159131255
2021-05-28,1.47741277843951,1.379619762688146,-0.08541277129118859,-0.037804530281203445,0.9708264793424448
2021-06-30,1.5637069694525436,1.566726159985146,-0.14049861179189183,0.15793810482699666,0.9678149946103393
2021-07-30,1.3030304967215187,1.4656972855016825,-0.16712404907309264,0.1759553825934401,0.8263314717440393
